GeneStableID	Gene name	Cat gene stable ID	Cow gene stable ID	Dog gene stable ID	Horse gene stable ID	Monkey gene stable ID	Opossum gene stable ID	Pig gene stable ID	Rabbit gene stable ID	Rat gene stable ID	Sheep gene stable ID	HumanSF_A	HumanSF_B	HumanSF_C	HumanSF_D	HumanSF_E	HumanSF_F	Human_mix_pro	CatSF_1	CatSF_2	CatSF_3	Cat_mix_pro	CowSF_A	CowSF_B	CowSF_C	Cow_mix_pro	DogSF_A	DogSF_B	DogSF_C	Dog_mix_pro	Horse_1	Horse_2	Horse_3	Horse_mix_pro	Monkey_1	Monkey_2	Monkey_mix_pro	OpposumSF_A	OpposumSF_B	OpposumSF_C	Opposum_mix_pro	PigSF_A	PigSF_B	PigSF_C	Pig_mix_pro	RabbitSF_A	RabbitSF_B	RabbitSF_C	Rabbit_mix_pro	Rat_A	Rat_B	Rat_F	Rat_mix_pro	SheepSF_1	SheepSF_2	SheepSF_3	Sheep_mix_pro
ENSG00000167323	STIM1	ENSFCAG00000007813	ENSBTAG00000013109	ENSCAFG00000005895	ENSECAG00000022968	ENSMMUG00000003958	ENSMODG00000008347	ENSSSCG00000014792	ENSOCUG00000013363	ENSRNOG00000020425	ENSOARG00000001632	66161.29688	72491.51563	42114.88672	53079.96484	63748.17578	60142.56641	51897.80078	87999.47656	79127.67969	83650.67969	71563.99219	187218.2422	189485.1309	187380.2656	311835.7813	893279.25	675667.5	709084.0625	732959.125	286940.375	233780.4375	260161.5781	303401.3438	647517	451585.25	501665.5	183819.875	173163.1563	191951.2344	148950.5625	98244.24219	93496.94531	90054.21875	91241.98438	146750.0781	136579.6875	146449.2813	129159.5781	175562.4688	217620.3281	142359.5	159759.0469	142292.875	120725.5313	84552.39063	128212.3906
ENSG00000168906	MAT2A	ENSFCAG00000011965	ENSBTAG00000020873	ENSCAFG00000007755	ENSECAG00000007391	ENSMMUG00000004450	ENSMODG00000015604	ENSSSCG00000022300	ENSOCUG00000002361	ENSRNOG00000013520	ENSOARG00000020516	1020609.688	957722.9375	1160622.5	1214477	996424.125	1069798.625	1034926.813	541624.5625	514677.4063	492433.4063	478424.875	275057.625	292483.0625	232072.5625	256502.1094	615482.875	530976.125	547437.9375	586556.625	364184.4375	466283.5625	508724.6875	565973.125	1015927.563	1121866.25	997197.1875	1128396	1006024	1171650.625	1071883.75	954351.125	944365.375	955317.75	840952.3125	806782.4375	702596.6875	709458.6875	760840.5	729244.5625	808398.375	784020.0625	695290.75	1013589.938	1022307.375	1068828.375	956935.1875
ENSG00000113569	NUP155	ENSFCAG00000013875	ENSBTAG00000002458	ENSCAFG00000018684	ENSECAG00000006239	ENSMMUG00000000704	ENSMODG00000020340	ENSSSCG00000016845	ENSOCUG00000000170	ENSRNOG00000013411	ENSOARG00000010255	294069.9375	298574.5313	316200.9375	332369.9063	304635.9688	316538.1563	258969.5625	223558.1563	242818.8438	258429.625	310753.8125	113682.8594	107385.5469	101321.5	104641.7344	490993.3438	484725.1875	542680.0625	465056.1875	108160.9531	114200.2656	124750.1953	135257.8438	244249.125	234486.7031	246363.9688	446995.2188	420326.0625	460585.0938	459035.8125	11769580	5906226	5492910.5	4106479	647687	589994.1875	590625.5	597946.4375	215325.2969	155107.375	221630.8125	184174.1563	305583.6563	271439.9375	243866.5156	245484.8281
ENSG00000140263	SORD	ENSFCAG00000032311	ENSBTAG00000025496	ENSCAFG00000013672	ENSECAG00000005266	ENSMMUG00000015971	ENSMODG00000017683	ENSSSCG00000004679	ENSOCUG00000014246	ENSRNOG00000017291	ENSOARG00000021059	177181.1563	194325.1094	207751.8281	200823.7813	176256.7188	188638.0938	199909.5313	291581.25	280894.2188	286852.8438	311534.0313	332865.1875	336017.6563	328940.8125	325517.3438	163378.5625	170521.8594	167155.7813	161636.75	39280.78516	24564.83789	40870.28125	44386.60938	263154.5313	194269.7031	277459.125	316839.2813	308471.4063	304439.9063	292113.375	234895.2813	237982.7344	223078.1875	266758.6563	31166.02539	35317.54297	49917.84766	31405.95898	655665.0625	488511.375	578522.0625	622772.4375	360088.125	378301.875	417294.7188	348749.0938
ENSG00000170955	CAVIN3	ENSFCAG00000033677	ENSBTAG00000019754	ENSCAFG00000006404	ENSECAG00000000857	ENSMMUG00000057794	ENSMODG00000018588	ENSSSCG00000014633	ENSOCUG00000007808	ENSRNOG00000017914	ENSOARG00000018681	1100019.375	1179998.25	1317787.75	1178169.625	1221296	1199336.875	1332371.25	932440.25	848759.0625	996050.125	942406.5625	1006202.188	951399.8125	935977.8125	1079472.875	1451758.5	1588673	1597494.375	1248262.375	1093746.75	1469895.875	1079858.625	1322492.25	2290556	1619539.75	2486082.5	282127.125	257851.6719	210392.2813	229604.5938	1668965.375	1527347.25	1697091	1840535.25	943461.8125	849682.3125	832537.625	819277.3125	989683.9375	877729.4375	1426974.25	1275028.25	1636426.25	1675879.625	1720074.75	1899835.25
ENSG00000134910	STT3A	ENSFCAG00000015102	ENSBTAG00000007203	ENSCAFG00000010780	ENSECAG00000022687	ENSMMUG00000054773	ENSMODG00000004100	ENSSSCG00000015214	ENSOCUG00000014703	ENSRNOG00000031896	ENSOARG00000011533	633902.25	742199.1875	410626.25	483845.4375	615544	534749.875	560615.1875	739901	712818.1875	745690.0625	677957.8125	1248780	1225287.125	1190247.75	977473.5	1015631.25	984924.6875	760446.75	836147.9375	835316.75	726197.8125	876597.6875	982980.9375	1467343.75	1271994.125	1332251.375	620595.3125	638110	651688.1875	669709.375	1330291	1173616	1214703.25	1068640.75	1977400.5	1953914.5	2190523.75	1740390	1928622.375	1809995.5	2340525	1879990.625	1514645.75	1176927.25	956665.5	1129548.25
ENSG00000091164	TXNL1	ENSFCAG00000022537	ENSBTAG00000015731	ENSCAFG00000000137	ENSECAG00000021822	ENSMMUG00000012915	ENSMODG00000020454	ENSSSCG00000004537	ENSOCUG00000002505	ENSRNOG00000018818	ENSOARG00000005061	1157778.125	1152453.875	1468744.5	1367244.5	1196992.75	1245175	1214436.375	1103321	995103.1875	1121127.625	1090394.375	1386877.25	1454420.625	1346522.25	1354672.5	599920.125	629728.375	624517.5625	613033.25	574543.875	654091.125	740230.3125	824985.4375	1507374.5	1688834.5	1566960.25	1066204.25	855558.0625	834109.5625	1018397.375	1310756.875	1393437.25	1469346	1409334	2293591	2043991.375	2006034.375	1972879.625	1857123.25	1707429.75	1868846.75	1850862.25	1233117.75	1426452.875	1554017.25	1396254.375
ENSG00000115306	SPTBN1	ENSFCAG00000010592	ENSBTAG00000006995	ENSCAFG00000002744	ENSECAG00000014446	ENSMMUG00000013541	ENSMODG00000001736	ENSSSCG00000040786	ENSOCUG00000005008	ENSRNOG00000005434	ENSOARG00000003474	388168.585	375092.6172	354113.9736	350933.2949	352459.165	350703.9795	373464.9219	2481285	2411351.25	2554426.25	2520206.25	1100975	983727	993318.9375	1148772.125	763600.7344	757932.0469	793846.4609	719686.3672	1847662.625	1077041.75	1529125.625	1801599.625	1327812.117	1214140.266	1312598.824	1416494.75	1407712.125	1495030	1309482.625	900560.6719	897006.1016	890416.3125	827607.2852	1323642.875	1287154.75	1179708.5	1258923.875	2090522.875	2509828	1719520.75	2060006.25	928976.125	902341.4375	874427.625	996734.4375
ENSG00000145348	TBCK	ENSFCAG00000014486	ENSBTAG00000004227	ENSCAFG00000010959	ENSECAG00000006577	ENSMMUG00000015756	ENSMODG00000020615	ENSSSCG00000021784	ENSOCUG00000008514	ENSRNOG00000011454	ENSOARG00000009441	39129.48438	37117.01953	40599.07031	37885.56641	36003.67969	37601.74219	35821.91406	1883326.625	1848475.125	1894217.625	1624968	1819100.625	1470938.875	1562955.25	1348732.25	49322.71875	54510.23047	48051.57813	37915.26172	32916.5	24963.64453	30541.08789	33546.02734	104150.6563	100858.4609	88080.03125	1627330.125	1670613.75	1855565.25	535518.5625	77090.79688	73614.53906	66914.84375	69176.6875	67573.38281	50171.77734	52863.71875	51059.9375	48250.21484	49766.71875	51849.61719	44763.26563	98947.46875	107504.4375	117543.6875	465957.8438
ENSG00000168092	PAFAH1B2	ENSFCAG00000029945	ENSBTAG00000005627	ENSCAFG00000013226	ENSECAG00000034204	ENSMMUG00000002050	ENSMODG00000013767	ENSSSCG00000024027	ENSOCUG00000039266	ENSRNOG00000057102	ENSOARG00000003616	1782635.125	1757469.25	2215234	1936285.375	2021712.125	2079892.375	1997802.125	1338855.75	1254197.5	1666096.5	1633539.375	1786476.75	1924283.25	1867896.25	1997593.75	2318010	1941254.375	2074150.75	2196465.75	989742.25	946617.25	1045644.438	1296153.5	2038946.625	1645258.125	1930988.875	772918.625	807434.4375	761387	708658.0625	1763284	1797565.625	1578431.875	1639007.625	2220506	1942435.375	2052523.375	2064465	2049900	2026690.375	1811382.125	1941115.25	1757705	1708069.75	1583225.75	1732928
ENSG00000100410	PHF5A	ENSFCAG00000003676	ENSBTAG00000006423	ENSCAFG00000001090	ENSECAG00000023225	ENSMMUG00000065330	ENSMODG00000016556	ENSSSCG00000035082	ENSOCUG00000012705	ENSRNOG00000024170	ENSOARG00000018246	259953.5625	273813.8125	264079.125	320563.8125	257646.5156	244074.1406	249525.4531	126572.3828	150397	137063.375	133969.875	59228.125	67995.33594	45969.1875	35664.25391	144709.8438	128748.2031	152347.9375	133191.5156	119238.7734	180113.5156	153737.4688	191428.2969	254178.7656	233145.7969	277403.1875	172001.2031	183735.7188	160805.6406	219562.1094	450507.0938	402623.4375	425904.4688	396952.8438	185948.2188	203438.3438	196474.3438	344177.0313	188532.2813	104624.1328	181701.75	156703.4375	300998.6875	266517.9375	277838.0625	256710.2813
ENSG00000150753	CCT5	ENSFCAG00000003129	ENSBTAG00000017889	ENSCAFG00000010084	ENSECAG00000019192	ENSMMUG00000020112	ENSMODG00000002356	ENSSSCG00000024126	ENSOCUG00000021231	ENSRNOG00000011632	ENSOARG00000014259	1452718.875	1419713.625	1799501.25	1491733.875	1454487.125	1653766.75	1420729	1467465.375	1370384.875	1502545.875	1461986.5	1956234.375	1870259.125	1640245	1573681.375	1129902.656	683349.3477	1223932.125	923658.0625	817562.3125	1170471.75	1086438.875	1229333.75	1494534.375	2003893.125	1512843.625	1050627.25	935132.4375	1040727.563	994283.25	2096032.75	2050890.25	2062087.75	2330904.25	1620374.5	1479309.75	1443994.125	1274824.875	1406401.25	1307563.375	1705562.875	1471461.375	1811721.75	2014461.375	1968729.75	1912619
ENSG00000164008	C1orf50	ENSFCAG00000012195	ENSBTAG00000017386	ENSCAFG00000002516	ENSECAG00000021435	ENSMMUG00000016111	ENSMODG00000017159	ENSSSCG00000027374	ENSOCUG00000026605	ENSRNOG00000027455	ENSOARG00000020457	23561.53906	21395.76367	27820.08789	18401.10938	25895.1543	25088.73633	26044.7832	54752.38672	48636	42439.10938	54914.42578	19730.19141	19968.69727	19807.77344	27535.18359	90415.88281	95775.61719	115637.4688	107863.3281	37427.13281	45314.94531	45597.36328	50022.71875	26399.68359	42874.93359	40349.80078	97582.91406	92761.32031	92460.28125	93618.96875	38991.71875	39720.09766	34519.03516	65069.75781	29694.06055	30297.55273	28927.79688	40836.11328	72512.28906	42519.38281	62581.46875	45496.6875	33205.5625	38717.3125	40167.59766	60369.62109
ENSG00000139746	RBM26	ENSFCAG00000000561	ENSBTAG00000017573	ENSCAFG00000005242	ENSECAG00000014547	ENSMMUG00000007529	ENSMODG00000001574	ENSSSCG00000009479	ENSOCUG00000008843	ENSRNOG00000009836	ENSOARG00000000372	55540.55078	60221.6709	49291.91357	57430.12109	53468.68799	55406.16357	57715.62354	65494.78906	62285.57813	64856.22266	59756.37109	49853.54688	48710.58984	48644.02344	50824.78906	42423.85156	39306.85156	36311.71875	36813.28125	42679.33398	41410.00781	51919.67188	51362.95898	189764.5781	216727.3438	174838.2188	45864.72656	42108.5625	44389.01563	35448.21875	192886.4219	185046.4219	177082.4531	184173.6875	308364.0625	191036.4219	108535.8281	226868.4844	82440.59375	96719.29688	142584.5313	122566.5391	96799.54199	91438.45313	90010.37695	102186.6328
ENSG00000115216	NRBP1	ENSFCAG00000005158	ENSBTAG00000018153	ENSCAFG00000004954	ENSECAG00000007795	ENSMMUG00000005091	ENSMODG00000015637	ENSSSCG00000022454	ENSOCUG00000004316	ENSRNOG00000050570	ENSOARG00000019315	238437.9531	225950.9844	266347.9688	278695.2813	247713.5938	256544.4063	228717.3438	397752.5938	392159.4375	390490.0313	400302.9375	585537.75	540083.625	552716.5	438466.5313	167773.3594	165616.4961	179291.3867	177483.5938	179487.9688	262652.75	257484.6094	253470.3438	258210.6719	325718.375	267716.5625	124840.5938	120558.5859	119633.6172	125839.1094	252311.9688	236083.7344	243572.4688	212505.7344	511276.6875	448327.4375	448884.5625	348610.3125	247064.6406	149465.2031	240914.6406	164569.6875	449049.3125	519264.4688	529077.6875	452962.2813
ENSG00000140299	BNIP2	ENSFCAG00000012916	ENSBTAG00000013493	ENSCAFG00000016676	ENSECAG00000022557	ENSMMUG00000020348	ENSMODG00000011629	ENSSSCG00000004582	ENSOCUG00000006277	ENSRNOG00000056024	ENSOARG00000020826	102585.9063	73317.14063	84563.375	102282.7109	112079.5313	92551.89844	63242.22266	97711.25781	88134.89063	97366.72656	88234.83594	89731.39844	96115.54688	93117.09375	88995.97656	94702.28906	76271.875	87801.15625	88263.63281	45727.30078	56993.01953	120462.5859	92293.125	130423.5547	86891.75781	115230.5703	181748.8281	179481	163139.8281	149844.2344	125919	91048.47656	93663.85938	89869.60938	162291.3125	137369.625	140654.5313	152523.6875	111697.3203	166568.6406	134761.7813	130673.5469	118836.8984	99208.67969	90351.3125	93610.23438
ENSG00000110047	EHD1	ENSFCAG00000027734	ENSBTAG00000050712	ENSCAFG00000014128	ENSECAG00000011638	ENSMMUG00000003972	ENSMODG00000010205	ENSSSCG00000013017	ENSOCUG00000029532	ENSRNOG00000043503	ENSOARG00000010447	1048364.438	1074729	1006744.438	1149479	1009897.188	976799.9375	994490.375	2033807.75	1867715.5	2043490.625	1898398.375	1445723.75	1507671.75	1269851.125	1520992.75	900244.375	948657.5625	887526.9375	986983.0625	462938.875	488009.125	614462.5625	643996	1446792.625	1557892.875	1654548	966773.375	887818.75	908723.125	935019.875	983805.9375	961593.125	905580	1011176.125	921604.4375	943800.3125	910528.3125	915929.25	511882.875	368524.1563	402488.5938	482698.7188	979003.8125	852099.75	780132.875	682491.375
ENSG00000100412	ACO2	ENSFCAG00000018526	ENSBTAG00000006429	ENSCAFG00000001075	ENSECAG00000023762	ENSMMUG00000001454	ENSMODG00000016560	ENSSSCG00000000064	ENSOCUG00000021368	ENSRNOG00000024128	ENSOARG00000018307	466308.6875	476671.3438	305255.4688	385786.8125	381469.0313	385141.8125	447106.75	837971.625	833894.375	802434.3125	859475.5	1634193.875	1457628.375	1501105.75	1537420.625	1812039.625	1834897.5	1625283.625	1854990.25	530317.125	619189.75	588581.0625	653967.5	1447945.625	1120146.375	1503416.75	803703.5625	797101	854322.1875	1033383.25	1567508.375	1652714.625	1610749.5	1733259.5	1452069.25	1532533.75	1604712.125	1669194	1319510.75	1855010.375	1470383.625	1766753.375	1500607.875	1374115.375	1443402.75	1458349.875
ENSG00000110880	CORO1C	ENSFCAG00000031793	ENSBTAG00000007993	ENSCAFG00000011301	ENSECAG00000019147	ENSMMUG00000000512	ENSMODG00000002824	ENSSSCG00000009944	ENSOCUG00000014233	ENSRNOG00000000697	ENSOARG00000017927	1923953.875	2002920.5	1777240.25	1807813	1718471.75	1734367.375	1688483.875	1188973.125	1075287.375	1058695.5	1082185.75	2225582.75	1901207.375	1919836.125	2362285.25	1069224.625	1207449.875	1146458.5	1076056.875	1112727	1245415.125	1526040.75	1648428.875	1196363.875	1116115.125	1127672.5	1229413.625	1169346.625	1320897.25	1247002.875	850570.9375	801864.125	860283.4375	754908.5625	1892958.25	1898187.875	2138602.75	1949300.25	864817.625	1538947.625	983375.25	1067958.125	1733718.25	1858376.625	1708390.5	1847738.5
ENSG00000124356	STAMBP	ENSFCAG00000012097	ENSBTAG00000009600	ENSCAFG00000028649	ENSECAG00000002320	ENSMMUG00000010864	ENSMODG00000045253	ENSSSCG00000008300	ENSOCUG00000003657	ENSRNOG00000012227	ENSOARG00000012095	95636.07813	88989.88281	108114.7188	106890.1094	98230.8125	96200.46875	98043.8125	85470.90625	71314.16406	87978.85938	86858.84375	130699.3359	148525.1563	144561.3125	125586.1719	131556.6719	143564.375	141736.4063	135546.7813	94247.07031	117560.6484	128529.25	108016.7422	163575.5469	246707.6719	199171.8906	68397.6875	66767.04688	71736.94531	77941.48438	143106.5938	130230.625	112593.7656	103777.8594	73778.69531	68449.01563	71189.1875	77216.71875	161299.2031	188893.2813	158916.6875	181907.2188	117557.3281	110520.2188	114899.4531	119758.7344
ENSG00000168542	COL3A1	ENSFCAG00000014740	ENSBTAG00000021466	ENSCAFG00000014812	ENSECAG00000024769	ENSMMUG00000021286	ENSMODG00000010811	ENSSSCG00000016034	ENSOCUG00000014988	ENSRNOG00000003357	ENSOARG00000016476	201249.75	202797.4219	190438.7656	228264	213217.0938	186003.1094	187768.5469	281813.875	234097.4531	235228.8594	234189.8906	3162221.5	3566122.75	3235919.75	3273314.25	4656107	3819222.75	4234374	4286498	504726.0625	391203.0625	569246.125	538143.4375	1479971.25	1715479	1828928.375	166555.6563	199942.8594	195816.8438	258366.2969	3663592.25	3564272.25	3306506.5	3749747.5	1748886.875	1697619.5	1677270.75	1816977.75	3934932	1136856.375	3312244.5	3035647.5	5898654	5301683	5664607	5792291
ENSG00000136937	NCBP1	ENSFCAG00000001206	ENSBTAG00000009732	ENSCAFG00000002445	ENSECAG00000013847	ENSMMUG00000012281	ENSMODG00000003202	ENSSSCG00000005366	ENSOCUG00000013853	ENSRNOG00000023605	ENSOARG00000011233	277689.1875	270601.2813	233522.7344	221599.9219	254277.4219	258310.3125	287547.0313	142118.4219	123409.7031	148824.4063	122247.3594	141923.9688	128932.9297	117427.6719	134298.9688	108942.5078	120820.0625	118679.5	123157.1953	135937.25	151387.5	160711.7188	210634.7031	231013.875	271516.9063	249814.8906	132675.3594	107944.3281	166362.5313	107206.2266	421962.8125	428250.8125	389190.1875	468890.5313	235306.0156	212445.3594	217419.5625	235403.0313	114342.8672	72475.96094	125595.4531	89361.21875	362531.7188	347919	304651.7813	352736.4688
ENSG00000166147	FBN1	ENSFCAG00000015352	ENSBTAG00000002278	ENSCAFG00000014548	ENSECAG00000018455	ENSMMUG00000004239	ENSMODG00000002675	ENSSSCG00000004658	ENSOCUG00000003866	ENSRNOG00000007302	ENSOARG00000021018	218568.5781	215287.2969	173889.75	203449.3594	195010.0156	184340.3906	190068.375	1103205.125	1085575.5	890323.9375	1119525.75	2517673.25	2749486.5	2394134.75	2630864	748656.9375	707165.625	470251.5	727274.5	3153135	2476081.5	5241459.5	4742716.5	1850291.375	593626.6875	1658845.75	629979.6875	731077.0625	931685.0625	821804.1875	615206.0625	644639.625	578075.5	598515.5	559576.125	554128.125	648718.25	586080.1875	2772932.75	3009216.5	2761039.75	2907296	3924422.5	2035264.875	1963420.875	2482132.5
ENSG00000132646	PCNA	ENSFCAG00000009068	ENSBTAG00000006065	ENSCAFG00000006030	ENSECAG00000013162	ENSMMUG00000013259	ENSMODG00000011649	ENSSSCG00000030642	ENSOCUG00000004059	ENSRNOG00000021264	ENSOARG00000017133	1601281.75	1588377.125	1978555.25	1676486.25	1610219.25	1799330.875	1683999.5	356019.5313	342652.125	384100.5313	393675.6563	113359.3672	131221.125	122566.6406	122915.6875	255578.0781	268307.5	267839.7813	236096.3281	259171.0469	249957.5625	258018.5781	318384.7813	890273.4375	1880242.625	1111817.875	920030.8125	933568.625	839910.125	848827.125	1627421.125	1615476.25	1636300.5	1596850.5	458849.375	460679.125	447804.5625	582024.8125	362166.5	283033.125	362482.8438	365922.1875	1230563	1302628.875	1335959.5	1328330.25
ENSG00000009335	UBE3C	ENSFCAG00000013019	ENSBTAG00000008025	ENSCAFG00000005158	ENSECAG00000008395	ENSMMUG00000008733	ENSMODG00000005239	ENSSSCG00000016409	ENSOCUG00000012490	ENSRNOG00000010702	ENSOARG00000007377	107272.1328	103806.7969	107389.2031	111831.7422	99488.35938	108969.7578	88464.72656	174370.7031	138827.0781	155943.2188	131957.2344	79167.22656	82256.96094	85450.96094	60210.75	70080.23438	53177.08984	67612.6875	52544.66797	59979.28516	57827.08594	72371.46875	73786.60938	118813.5469	90289.07031	87725.44531	29196.7832	31998.14063	28141.99805	24390.58398	150004.5156	136658.3125	156082.1406	124538.3438	131776.0469	122046.7813	128389.4922	110236.7734	194018.7813	168971.1406	184271.9453	177019.0977	108697.4141	88032.70313	77805.51563	90457.51563
ENSG00000139921	TMX1	ENSFCAG00000041427	ENSBTAG00000011225	ENSCAFG00000014626	ENSECAG00000003592	ENSMMUG00000001901	ENSMODG00000013196	ENSSSCG00000038422	ENSOCUG00000003980	ENSRNOG00000057934	ENSOARG00000020695	626778.125	719183.875	358778.4375	487468.9688	522168.125	452552.6563	609865.125	504136.5	530657.8125	524566.4375	463295.375	549694.8125	564460.1875	587633.8125	572782.375	1199273.25	1114905.125	835760.5625	1006503.25	1013422.938	980551.5625	1118343.875	1235844.5	576154.3125	494386.125	597923	194459.9219	239207.4219	253455.5938	228575.6875	1026282.438	928021.8125	939028.3125	972696.6875	436138.4063	425836.1875	508701.3125	555778.6875	784376.25	564908.0625	866251	706045.75	1256825.75	971367.3125	912906.4375	1118465.625
ENSG00000164134	NAA15	ENSFCAG00000025080	ENSBTAG00000004745	ENSCAFG00000003716	ENSECAG00000019842	ENSMMUG00000018184	ENSMODG00000000107	ENSSSCG00000009061	ENSOCUG00000017331	ENSRNOG00000012385	ENSOARG00000013690	553969.25	594495.6875	469737.9688	515250.125	451747.1875	549721.75	489566.5938	278451.9688	283743.0625	310392.5313	292655.25	451536.5938	406108.4375	413538.2813	499039.75	352461.3125	296911.0625	394183.4063	372766.2813	299194.2188	384454.5625	374759.9375	410777.6875	450135.8125	541279.5	509110.875	629626.625	614788.1875	633971.1875	622953.625	488939.2813	502495.0156	477204.875	531490.3125	564416.9375	552180.6875	606798.1875	557148.125	462157.2188	526970.8125	514730.5938	539152.625	640831.875	578108.75	644443.6875	686242.75
ENSG00000150093	ITGB1	ENSFCAG00000019338	ENSBTAG00000015910	ENSCAFG00000003821	ENSECAG00000022498	ENSMMUG00000017767	ENSMODG00000007536	ENSSSCG00000011101	ENSOCUG00000003623	ENSRNOG00000010966	ENSOARG00000017638	2669234.25	2541638.75	2333899	2308394	2300705	2549170.5	2915259.75	2698465.5	1917657.875	1698754.5	2053484.75	2615248.75	2857835.25	2580192.5	2674318.5	2535538.75	2488948	2536613.5	2860130.5	2078997.375	2466133.75	2919885	2926603.75	1821933.5	1835176.75	2031554.5	3224255.25	3271800.75	3851492	3425315.25	2798700	3006825.75	3089733.25	3099660.5	3117326.75	3108855	3135574.5	2797712.25	1470277.375	2069080.25	1367280.75	1653542.375	2042928.25	1662907.75	1900650.875	2251340.25
ENSG00000117640	MTFR1L	ENSFCAG00000012794	ENSBTAG00000021781	ENSCAFG00000012753	ENSECAG00000008719	ENSMMUG00000007854	ENSMODG00000014017	ENSSSCG00000003553	ENSOCUG00000002456	ENSRNOG00000016937	ENSOARG00000005807	52767.44922	50261.37109	67714.71094	63682.26172	57430.71875	58636.05469	63864.20313	108888.125	136180.7813	137705.7344	119555.4297	100386.4141	115126.7344	109432.1406	87074.57813	142595.875	143203.7969	181468.9375	133014.1563	136130.8438	135068.125	149283.0625	142672.3594	120195.5469	136605.5625	110284.1875	68342.08594	62353.66797	67205.60938	72877.88281	90267.21094	107975.0391	100978.3203	89633.59375	331768.4688	297660.4375	323148.1563	249835.5	112961.2813	183829.3281	136867.1719	126877.4141	123680.4688	131789.5781	133468.6875	121100.3672
ENSG00000155304	HSPA13	ENSFCAG00000032014	ENSBTAG00000012908	ENSCAFG00000031126	ENSECAG00000016866	ENSMMUG00000020091	ENSMODG00000020949	ENSSSCG00000012007	ENSOCUG00000013031	ENSRNOG00000060979	ENSOARG00000016250	558388.3125	506176.9063	429666.5938	430457	361343.4375	527133.125	534344.25	96481.75781	106363.75	155579.6875	146947.3438	182590.25	203714.9219	198454.9219	280494.2188	261795.1406	196759.8906	199306.4063	218345.6406	152790.0469	179247.2656	198563.1563	215667.4844	289996.4688	176953.3594	299736.625	39901.5625	42943.57422	45868.97656	49740.33984	241869.2031	217031.9219	211489.8906	288457.125	73588.69531	74152.25781	76248.42188	92616.21094	224782.375	245156.7344	226615.7188	230467.0469	186587.8906	169662.9688	166649.7813	197857.75
ENSG00000131966	ACTR10	ENSFCAG00000045749	ENSBTAG00000014392	ENSCAFG00000015269	ENSECAG00000018903	ENSMMUG00000003508	ENSMODG00000007820	ENSSSCG00000022299	ENSOCUG00000003358	ENSRNOG00000007504	ENSOARG00000021108	171114.375	168600.6563	171794.8125	150527.1875	143192.2031	166692.4688	175636.0625	349320.125	350691.5938	368997.4063	421796.1875	289974.2813	275111.25	268922.8125	332174.0938	274179.1563	264872.8125	296942.3438	206519.1875	148431.0625	163222.5625	142221.375	210249.3125	191705.1406	177662.7031	210593.3281	207619.5469	224289.375	203471.6406	236329.4375	385309.375	405302.375	394664.2188	421315.6875	238088.125	292138.1875	290012.8438	322705.4063	184801.8125	164611.3438	207849.0313	208160.0313	151822.9219	161147.7813	130348.1406	137249.5313
ENSG00000171793	CTPS1	ENSFCAG00000002423	ENSBTAG00000001626	ENSCAFG00000002732	ENSECAG00000010772	ENSMMUG00000017101	ENSMODG00000017346	ENSSSCG00000003973	ENSOCUG00000016294	ENSRNOG00000009963	ENSOARG00000020326	668373.4375	717437.4375	739218.1875	699871.9375	715238.3125	766406.5625	701584.5	405426	394565.9063	375911	406658.7813	716501.6875	746133.0625	731849.9375	777643.625	383081.9375	338208.4375	435235.5313	407846.125	418923.5625	699707.3125	619319.375	765494.4375	766487.6875	830151.1875	739539.75	435212.1563	418646.3438	424514.2813	369278.0938	707914.6875	763146.4375	758196.75	725894.6875	461164.5938	517697.6563	489613.4375	398463.3438	724004.6875	701767.375	604613.5625	681842.6875	714413.8125	784795.4375	869925.25	839369.5
ENSG00000128591	FLNC	ENSFCAG00000000954	ENSBTAG00000006253	ENSCAFG00000001585	ENSECAG00000010052	ENSMMUG00000006296	ENSMODG00000015048	ENSSSCG00000016578	ENSOCUG00000011942	ENSRNOG00000007281	ENSOARG00000003372	2927442.25	3031784.25	2980254.25	2888424.25	2795480.75	3075031.25	2807014.25	5733480	5200211	6147061.5	5425240	13078707	12131238	7229844.5	12614577	8002854	7823953	11250596	10145659	7174280	9742699	9295223	9767685	4584333	3431341	4071226.5	3191866.75	3567050.75	3369156.5	5387023	1936897.5	2381993	2218480.5	2097600.5	6208210	5429750.5	5199122.5	4927301	1871135	3037032.25	1899493.5	1967922.25	2670152.5	2774614.75	2610965.75	2595816
ENSG00000113597	TRAPPC13	ENSFCAG00000022097	ENSBTAG00000016900	ENSCAFG00000007463	ENSECAG00000011983	ENSMMUG00000016519	ENSMODG00000019656	ENSSSCG00000016949	ENSOCUG00000009409	ENSRNOG00000012124	ENSOARG00000006144	64659.96484	54846.76172	76865.55469	74964.64844	51246.48047	65566.15625	55820.32813	94825.22656	99999.46094	89295.10156	106652.3906	138497.5156	142339.1875	143828.75	122415.8672	114580.4609	101831.875	96541.57813	118087.5078	61897.19922	77611.29688	98685.86719	123682.8359	100200.3594	106125.7109	89616.15625	48949.54297	48902.45703	41779.95703	49530.04688	146716.9688	163903.7344	180115.875	173175.4688	187766.9063	140807.3906	189583.7813	170211.0938	135735.1875	108630.6094	120829.1328	113511.6406	111884.8828	123042.6172	132216.9063	128638.3438
