Num.Enhancers,Gene_ID,Human
13,ENSMUSG00000020375,ENSG00000176783
13,ENSMUSG00000020376,ENSG00000113269
4,ENSMUSG00000020380,ENSG00000113522
14,ENSMUSG00000020381,ENSG00000161010
3,ENSMUSG00000020385,ENSG00000113240
10,ENSMUSG00000020386,ENSG00000152700
1,ENSMUSG00000020387,ENSG00000043143
19,ENSMUSG00000020388,ENSG00000131435
3,ENSMUSG00000020389,ENSG00000006837
14,ENSMUSG00000020390,ENSG00000119048
4,ENSMUSG00000020392,ENSG00000237190
4,ENSMUSG00000020393,ENSG00000183762
2,ENSMUSG00000020396,ENSG00000100285
7,ENSMUSG00000020397,ENSG00000155868
5,ENSMUSG00000020399,ENSG00000135077
14,ENSMUSG00000020400,ENSG00000145901
6,ENSMUSG00000020401,ENSG00000170613
1,ENSMUSG00000020405,ENSG00000170231
2,ENSMUSG00000020409,ENSG00000164609
21,ENSMUSG00000020412,ENSG00000100325
9,ENSMUSG00000020413,ENSG00000136273
2,ENSMUSG00000020415,ENSG00000250254
14,ENSMUSG00000020422,ENSG00000136205
4,ENSMUSG00000020423,ENSG00000159388
28,ENSMUSG00000020424,ENSG00000239282
6,ENSMUSG00000020427,ENSG00000146674
4,ENSMUSG00000020429,ENSG00000146678
20,ENSMUSG00000020430,ENSG00000100029
5,ENSMUSG00000020431,ENSG00000164742
46,ENSMUSG00000020432,ENSG00000185339
22,ENSMUSG00000020434,ENSG00000187658
27,ENSMUSG00000020435,ENSG00000184792
6,ENSMUSG00000020437,ENSG00000136286
20,ENSMUSG00000020439,ENSG00000183963
2,ENSMUSG00000020440,ENSG00000004059
9,ENSMUSG00000020441,ENSG00000143793
15,ENSMUSG00000020444,ENSG00000143774
4,ENSMUSG00000020447,ENSG00000015520
36,ENSMUSG00000020448,ENSG00000138942
54,ENSMUSG00000020451,ENSG00000182541
24,ENSMUSG00000020453,ENSG00000100105
51,ENSMUSG00000020454,ENSG00000184708
6,ENSMUSG00000020455,ENSG00000154370
20,ENSMUSG00000020456,ENSG00000105953
62,ENSMUSG00000020457,ENSG00000185721
3,ENSMUSG00000020458,ENSG00000115310
5,ENSMUSG00000020459,ENSG00000085760
1,ENSMUSG00000020461,ENSG00000162994
1,ENSMUSG00000020462,ENSG00000163001
1,ENSMUSG00000020464,ENSG00000138035
3,ENSMUSG00000020467,ENSG00000115380
12,ENSMUSG00000020469,ENSG00000106631
11,ENSMUSG00000020471,ENSG00000106628
19,ENSMUSG00000020472,ENSG00000162714
16,ENSMUSG00000020473,ENSG00000106624
15,ENSMUSG00000020474,ENSG00000122678
12,ENSMUSG00000020475,ENSG00000164708
8,ENSMUSG00000020476,ENSG00000136279
13,ENSMUSG00000020477,ENSG00000062582
8,ENSMUSG00000020482,ENSG00000159873
27,ENSMUSG00000020483,ENSG00000264364
11,ENSMUSG00000020484,ENSG00000100219
14,ENSMUSG00000020485,ENSG00000213246
13,ENSMUSG00000020492,ENSG00000182628
11,ENSMUSG00000020495,ENSG00000167447
14,ENSMUSG00000020513,ENSG00000108423
9,ENSMUSG00000020514,ENSG00000082515
6,ENSMUSG00000020515,ENSG00000155508
9,ENSMUSG00000020516,ENSG00000108443
11,ENSMUSG00000020521,ENSG00000189050
1,ENSMUSG00000020524,ENSG00000155511
7,ENSMUSG00000020525,ENSG00000170836
9,ENSMUSG00000020526,ENSG00000273611
10,ENSMUSG00000020527,ENSG00000278259
7,ENSMUSG00000020528,ENSG00000141127
10,ENSMUSG00000020530,ENSG00000278311
17,ENSMUSG00000020532,ENSG00000278540
13,ENSMUSG00000020534,ENSG00000176974
13,ENSMUSG00000020536,ENSG00000131899
15,ENSMUSG00000020537,ENSG00000108591
15,ENSMUSG00000020538,ENSG00000072310
4,ENSMUSG00000020541,ENSG00000141198
4,ENSMUSG00000020544,ENSG00000166260
4,ENSMUSG00000020546,ENSG00000166263
5,ENSMUSG00000020547,ENSG00000136261
5,ENSMUSG00000020553,ENSG00000141179
2,ENSMUSG00000020561,ENSG00000105849
5,ENSMUSG00000020564,ENSG00000146776
14,ENSMUSG00000020566,ENSG00000143882
16,ENSMUSG00000020570,ENSG00000008282
19,ENSMUSG00000020571,ENSG00000143870
13,ENSMUSG00000020572,ENSG00000105835
1,ENSMUSG00000020573,ENSG00000105851
3,ENSMUSG00000020576,ENSG00000151779
1,ENSMUSG00000020577,ENSG00000106537
4,ENSMUSG00000020580,ENSG00000134318
4,ENSMUSG00000020585,ENSG00000068697
1,ENSMUSG00000020589,ENSG00000197872
1,ENSMUSG00000020590,ENSG00000071189
5,ENSMUSG00000020592,ENSG00000115884
3,ENSMUSG00000020593,ENSG00000134324
5,ENSMUSG00000020594,ENSG00000055917
8,ENSMUSG00000020599,ENSG00000108370
8,ENSMUSG00000020601,ENSG00000071575
12,ENSMUSG00000020604,ENSG00000141337
13,ENSMUSG00000020605,ENSG00000118960
1,ENSMUSG00000020607,ENSG00000162981
1,ENSMUSG00000020608,ENSG00000163029
1,ENSMUSG00000020609,ENSG00000084674
13,ENSMUSG00000020610,ENSG00000196704
10,ENSMUSG00000020611,ENSG00000120063
10,ENSMUSG00000020612,ENSG00000108946
9,ENSMUSG00000020614,ENSG00000108950
2,ENSMUSG00000020620,ENSG00000141338
10,ENSMUSG00000020623,ENSG00000108984
8,ENSMUSG00000020627,ENSG00000119771
3,ENSMUSG00000020628,ENSG00000171853
3,ENSMUSG00000020629,ENSG00000182551
3,ENSMUSG00000020630,ENSG00000286905
2,ENSMUSG00000020634,ENSG00000173960
1,ENSMUSG00000020635,ENSG00000119782
5,ENSMUSG00000020639,ENSG00000176732
5,ENSMUSG00000020640,ENSG00000198399
1,ENSMUSG00000020641,ENSG00000134321
1,ENSMUSG00000020642,ENSG00000151692
18,ENSMUSG00000020644,ENSG00000115738
14,ENSMUSG00000020646,ENSG00000143797
6,ENSMUSG00000020647,ENSG00000084676
13,ENSMUSG00000020649,ENSG00000171848
4,ENSMUSG00000020650,ENSG00000075790
21,ENSMUSG00000020651,ENSG00000091137
5,ENSMUSG00000020652,ENSG00000138092
11,ENSMUSG00000020653,ENSG00000172059
3,ENSMUSG00000020654,ENSG00000138031
5,ENSMUSG00000020656,ENSG00000134317
8,ENSMUSG00000020657,ENSG00000115137
13,ENSMUSG00000020658,ENSG00000084710
17,ENSMUSG00000020659,ENSG00000105879
2,ENSMUSG00000020660,ENSG00000115138
11,ENSMUSG00000020661,ENSG00000119772
23,ENSMUSG00000020664,ENSG00000091140
1,ENSMUSG00000020668,ENSG00000084731
4,ENSMUSG00000020669,ENSG00000035115
2,ENSMUSG00000020671,ENSG00000084733
1,ENSMUSG00000020672,ENSG00000172554
1,ENSMUSG00000020674,ENSG00000130508
15,ENSMUSG00000020677,ENSG00000278053
19,ENSMUSG00000020679,ENSG00000275410
5,ENSMUSG00000020680,ENSG00000270647
27,ENSMUSG00000020681,ENSG00000159640
2,ENSMUSG00000020682,ENSG00000271447
1,ENSMUSG00000020684,ENSG00000270885
1,ENSMUSG00000020686,ENSG00000270765
8,ENSMUSG00000020687,ENSG00000004897
1,ENSMUSG00000020689,ENSG00000259753
1,ENSMUSG00000020690,ENSG00000172421
9,ENSMUSG00000020691,ENSG00000165055
14,ENSMUSG00000020692,ENSG00000073536
6,ENSMUSG00000020694,ENSG00000146872
11,ENSMUSG00000020695,ENSG00000011028
13,ENSMUSG00000020696,ENSG00000092871
12,ENSMUSG00000020697,ENSG00000005156
5,ENSMUSG00000020698,ENSG00000132141
21,ENSMUSG00000020700,ENSG00000198909
21,ENSMUSG00000020705,ENSG00000198231
20,ENSMUSG00000020706,ENSG00000108592
34,ENSMUSG00000020708,ENSG00000087191
9,ENSMUSG00000020709,ENSG00000184060
1,ENSMUSG00000020713,ENSG00000136487
17,ENSMUSG00000020715,ENSG00000178607
7,ENSMUSG00000020716,ENSG00000196712
20,ENSMUSG00000020717,ENSG00000261371
20,ENSMUSG00000020718,ENSG00000256525
23,ENSMUSG00000020719,ENSG00000108654
16,ENSMUSG00000020720,ENSG00000197170
16,ENSMUSG00000020721,ENSG00000198265
4,ENSMUSG00000020722,ENSG00000108878
3,ENSMUSG00000020723,ENSG00000075461
9,ENSMUSG00000020732,ENSG00000172794
43,ENSMUSG00000020733,ENSG00000109062
1,ENSMUSG00000020734,ENSG00000161509
21,ENSMUSG00000020736,ENSG00000125458
25,ENSMUSG00000020737,ENSG00000189159
33,ENSMUSG00000020739,ENSG00000125450
64,ENSMUSG00000020740,ENSG00000125447
24,ENSMUSG00000020741,ENSG00000132361
34,ENSMUSG00000020743,ENSG00000125457
70,ENSMUSG00000020744,ENSG00000125454
18,ENSMUSG00000020745,ENSG00000007168
36,ENSMUSG00000020747,ENSG00000177728
52,ENSMUSG00000020752,ENSG00000108469
47,ENSMUSG00000020755,ENSG00000161526
33,ENSMUSG00000020758,ENSG00000132470
59,ENSMUSG00000020766,ENSG00000108479
30,ENSMUSG00000020770,ENSG00000132478
46,ENSMUSG00000020773,ENSG00000132481
10,ENSMUSG00000020774,ENSG00000108381
53,ENSMUSG00000020775,ENSG00000204316
40,ENSMUSG00000020776,ENSG00000188878
67,ENSMUSG00000020777,ENSG00000161533
39,ENSMUSG00000020778,ENSG00000261408
51,ENSMUSG00000020780,ENSG00000167881
33,ENSMUSG00000020781,ENSG00000182173
49,ENSMUSG00000020782,ENSG00000073350
12,ENSMUSG00000020783,ENSG00000074356
10,ENSMUSG00000020785,ENSG00000004660
10,ENSMUSG00000020787,ENSG00000108405
9,ENSMUSG00000020788,ENSG00000074370
26,ENSMUSG00000020792,ENSG00000182473
32,ENSMUSG00000020793,ENSG00000182687
8,ENSMUSG00000020794,ENSG00000132388
20,ENSMUSG00000020798,ENSG00000182557
8,ENSMUSG00000020799,ENSG00000167858
21,ENSMUSG00000020801,ENSG00000108590
21,ENSMUSG00000020802,ENSG00000175931
27,ENSMUSG00000020803,ENSG00000129235
26,ENSMUSG00000020805,ENSG00000141485
22,ENSMUSG00000020806,ENSG00000129667
22,ENSMUSG00000020807,ENSG00000198920
6,ENSMUSG00000020808,ENSG00000129195
13,ENSMUSG00000020810,ENSG00000161544
1,ENSMUSG00000020811,ENSG00000179314
17,ENSMUSG00000020817,ENSG00000029725
12,ENSMUSG00000020818,ENSG00000092931
19,ENSMUSG00000020821,ENSG00000129250
10,ENSMUSG00000020823,ENSG00000129657
6,ENSMUSG00000020826,ENSG00000007171
14,ENSMUSG00000020827,ENSG00000141503
23,ENSMUSG00000020828,ENSG00000129219
49,ENSMUSG00000020829,ENSG00000076351
2,ENSMUSG00000020830,ENSG00000182853
72,ENSMUSG00000020831,ENSG00000161939
37,ENSMUSG00000020832,ENSG00000132591
46,ENSMUSG00000020834,ENSG00000167536
3,ENSMUSG00000020836,ENSG00000167549
1,ENSMUSG00000020838,ENSG00000108576
9,ENSMUSG00000020839,ENSG00000182271
5,ENSMUSG00000020840,ENSG00000108578
6,ENSMUSG00000020841,ENSG00000108582
17,ENSMUSG00000020843,ENSG00000177370
17,ENSMUSG00000020844,ENSG00000167693
16,ENSMUSG00000020846,ENSG00000183688
31,ENSMUSG00000020847,ENSG00000181031
5,ENSMUSG00000020848,ENSG00000272636
47,ENSMUSG00000020849,ENSG00000108953
38,ENSMUSG00000020850,ENSG00000174231
16,ENSMUSG00000020857,ENSG00000243678
11,ENSMUSG00000020859,ENSG00000008294
14,ENSMUSG00000020863,ENSG00000108848
34,ENSMUSG00000020864,ENSG00000154945
14,ENSMUSG00000020865,ENSG00000108846
22,ENSMUSG00000020866,ENSG00000006283
22,ENSMUSG00000020867,ENSG00000006282
11,ENSMUSG00000020868,ENSG00000015532
20,ENSMUSG00000020869,ENSG00000108829
1,ENSMUSG00000020871,ENSG00000108813
3,ENSMUSG00000020872,ENSG00000176358
13,ENSMUSG00000020873,ENSG00000121073
27,ENSMUSG00000020875,ENSG00000170689
19,ENSMUSG00000020876,ENSG00000002919
32,ENSMUSG00000020877,ENSG00000141295
26,ENSMUSG00000020878,ENSG00000141294
2,ENSMUSG00000020882,ENSG00000067191
2,ENSMUSG00000020883,ENSG00000108306
19,ENSMUSG00000020884,ENSG00000141505
59,ENSMUSG00000020886,ENSG00000132535
52,ENSMUSG00000020888,ENSG00000004975
36,ENSMUSG00000020889,ENSG00000126368
2,ENSMUSG00000020890,ENSG00000132518
4,ENSMUSG00000020891,ENSG00000179593
4,ENSMUSG00000020892,ENSG00000179148
10,ENSMUSG00000020893,ENSG00000179094
27,ENSMUSG00000020894,ENSG00000263620
4,ENSMUSG00000020895,ENSG00000179029
20,ENSMUSG00000020897,ENSG00000178999
21,ENSMUSG00000020898,ENSG00000178971
14,ENSMUSG00000020899,ENSG00000178921
17,ENSMUSG00000020900,ENSG00000133026
4,ENSMUSG00000020901,ENSG00000141506
4,ENSMUSG00000020902,ENSG00000065320
4,ENSMUSG00000020903,ENSG00000170310
3,ENSMUSG00000020904,ENSG00000166596
5,ENSMUSG00000020905,ENSG00000154914
1,ENSMUSG00000020910,ENSG00000170222
7,ENSMUSG00000020911,ENSG00000171345
19,ENSMUSG00000020914,ENSG00000131747
1,ENSMUSG00000020916,ENSG00000126337
47,ENSMUSG00000020917,ENSG00000131473
33,ENSMUSG00000020918,ENSG00000108773
38,ENSMUSG00000020919,ENSG00000173757
37,ENSMUSG00000020921,ENSG00000091947
33,ENSMUSG00000020922,ENSG00000161654
17,ENSMUSG00000020923,ENSG00000108312
9,ENSMUSG00000020925,ENSG00000180329
9,ENSMUSG00000020926,ENSG00000073670
5,ENSMUSG00000020928,ENSG00000131097
5,ENSMUSG00000020929,ENSG00000108883
11,ENSMUSG00000020930,ENSG00000167131
2,ENSMUSG00000020932,ENSG00000131095
19,ENSMUSG00000020935,ENSG00000172992
36,ENSMUSG00000020936,ENSG00000136448
38,ENSMUSG00000020937,ENSG00000161714
31,ENSMUSG00000020941,ENSG00000006062
21,ENSMUSG00000020946,ENSG00000108433
4,ENSMUSG00000020948,ENSG00000179454
3,ENSMUSG00000020949,ENSG00000100442
1,ENSMUSG00000020952,ENSG00000092108
2,ENSMUSG00000020953,ENSG00000100473
5,ENSMUSG00000020954,ENSG00000196792
5,ENSMUSG00000020955,ENSG00000100478
3,ENSMUSG00000020956,ENSG00000129480
7,ENSMUSG00000020961,ENSG00000140022
7,ENSMUSG00000020962,ENSG00000165417
6,ENSMUSG00000020964,ENSG00000071537
5,ENSMUSG00000020973,ENSG00000165506
11,ENSMUSG00000020978,ENSG00000165516
5,ENSMUSG00000020982,ENSG00000165525
9,ENSMUSG00000020986,ENSG00000100934
19,ENSMUSG00000020988,ENSG00000087299
21,ENSMUSG00000020990,ENSG00000100490
9,ENSMUSG00000020993,ENSG00000182400
9,ENSMUSG00000020994,ENSG00000100941
10,ENSMUSG00000021000,ENSG00000212710
1,ENSMUSG00000021003,ENSG00000054983
8,ENSMUSG00000021007,ENSG00000042317
10,ENSMUSG00000021009,ENSG00000070778
11,ENSMUSG00000021012,ENSG00000100722
3,ENSMUSG00000021013,ENSG00000165533
19,ENSMUSG00000021018,ENSG00000163882
8,ENSMUSG00000021022,ENSG00000092020
8,ENSMUSG00000021023,ENSG00000100890
9,ENSMUSG00000021024,ENSG00000100902
7,ENSMUSG00000021025,ENSG00000100906
2,ENSMUSG00000021028,ENSG00000151332
12,ENSMUSG00000021032,ENSG00000165553
25,ENSMUSG00000021033,ENSG00000100577
11,ENSMUSG00000021036,ENSG00000100596
22,ENSMUSG00000021037,ENSG00000100591
8,ENSMUSG00000021038,ENSG00000151445
6,ENSMUSG00000021039,ENSG00000100603
12,ENSMUSG00000021040,ENSG00000119705
34,ENSMUSG00000021048,ENSG00000100714
26,ENSMUSG00000021051,ENSG00000154001
31,ENSMUSG00000021054,ENSG00000126821
13,ENSMUSG00000021057,ENSG00000179841
18,ENSMUSG00000021061,ENSG00000070182
6,ENSMUSG00000021062,ENSG00000139998
11,ENSMUSG00000021065,ENSG00000033170
19,ENSMUSG00000021066,ENSG00000198513
11,ENSMUSG00000021067,ENSG00000151748
3,ENSMUSG00000021068,ENSG00000100503
6,ENSMUSG00000021069,ENSG00000100504
4,ENSMUSG00000021070,ENSG00000168398
7,ENSMUSG00000021076,ENSG00000131966
4,ENSMUSG00000021078,ENSG00000196860
9,ENSMUSG00000021079,ENSG00000100575
5,ENSMUSG00000021086,ENSG00000151838
1,ENSMUSG00000021087,ENSG00000139970
2,ENSMUSG00000021094,ENSG00000100612
2,ENSMUSG00000021095,ENSG00000133937
1,ENSMUSG00000021096,ENSG00000100614
8,ENSMUSG00000021097,ENSG00000165959
13,ENSMUSG00000021102,ENSG00000182512
8,ENSMUSG00000021103,ENSG00000020426
6,ENSMUSG00000021108,ENSG00000258989
9,ENSMUSG00000021109,ENSG00000100644
6,ENSMUSG00000021111,ENSG00000090060
2,ENSMUSG00000021112,ENSG00000072415
8,ENSMUSG00000021113,ENSG00000023608
4,ENSMUSG00000021114,ENSG00000100554
3,ENSMUSG00000021115,ENSG00000100749
4,ENSMUSG00000021116,ENSG00000134001
1,ENSMUSG00000021118,ENSG00000100558
2,ENSMUSG00000021120,ENSG00000100564
7,ENSMUSG00000021123,ENSG00000139988
3,ENSMUSG00000021124,ENSG00000100568
1,ENSMUSG00000021125,ENSG00000081181
15,ENSMUSG00000021127,ENSG00000185650
2,ENSMUSG00000021130,ENSG00000100626
8,ENSMUSG00000021131,ENSG00000100632
7,ENSMUSG00000021133,ENSG00000100647
7,ENSMUSG00000021134,ENSG00000100650
3,ENSMUSG00000021135,ENSG00000100652
1,ENSMUSG00000021136,ENSG00000198732
6,ENSMUSG00000021140,ENSG00000100731
16,ENSMUSG00000021143,ENSG00000179364
13,ENSMUSG00000021144,ENSG00000182979
6,ENSMUSG00000021147,ENSG00000047056
7,ENSMUSG00000021149,ENSG00000107937
2,ENSMUSG00000021156,ENSG00000015171
9,ENSMUSG00000021171,ENSG00000117868
4,ENSMUSG00000021175,ENSG00000164649
1,ENSMUSG00000021176,ENSG00000140025
7,ENSMUSG00000021177,ENSG00000042088
13,ENSMUSG00000021178,ENSG00000100764
13,ENSMUSG00000021179,ENSG00000119720
4,ENSMUSG00000021180,ENSG00000100784
9,ENSMUSG00000021182,ENSG00000015133
13,ENSMUSG00000021185,ENSG00000133943
3,ENSMUSG00000021186,ENSG00000140092
3,ENSMUSG00000021188,ENSG00000100815
18,ENSMUSG00000021190,ENSG00000100600
14,ENSMUSG00000021192,ENSG00000066455
3,ENSMUSG00000021193,ENSG00000107959
1,ENSMUSG00000021194,ENSG00000100604
3,ENSMUSG00000021196,ENSG00000067057
3,ENSMUSG00000021200,ENSG00000100628
1,ENSMUSG00000021203,ENSG00000089723
2,ENSMUSG00000021209,ENSG00000119698
7,ENSMUSG00000021215,ENSG00000173848
10,ENSMUSG00000021218,ENSG00000057608
2,ENSMUSG00000021219,ENSG00000182732
1,ENSMUSG00000021221,ENSG00000205683
8,ENSMUSG00000021222,ENSG00000119599
14,ENSMUSG00000021224,ENSG00000133961
15,ENSMUSG00000021226,ENSG00000184227
7,ENSMUSG00000021234,ENSG00000156050
11,ENSMUSG00000021235,ENSG00000119723
23,ENSMUSG00000021236,ENSG00000187097
26,ENSMUSG00000021238,ENSG00000119711
2,ENSMUSG00000021239,ENSG00000119614
11,ENSMUSG00000021240,ENSG00000119688
12,ENSMUSG00000021241,ENSG00000165898
11,ENSMUSG00000021242,ENSG00000119655
13,ENSMUSG00000021244,ENSG00000119596
13,ENSMUSG00000021245,ENSG00000119684
14,ENSMUSG00000021248,ENSG00000170348
12,ENSMUSG00000021250,ENSG00000170345
13,ENSMUSG00000021252,ENSG00000133935
3,ENSMUSG00000021253,ENSG00000119699
4,ENSMUSG00000021254,ENSG00000089916
7,ENSMUSG00000021255,ENSG00000119715
13,ENSMUSG00000021256,ENSG00000071246
14,ENSMUSG00000021257,ENSG00000013523
15,ENSMUSG00000021258,ENSG00000090061
8,ENSMUSG00000021259,ENSG00000036530
9,ENSMUSG00000021260,ENSG00000182218
13,ENSMUSG00000021262,ENSG00000196405
11,ENSMUSG00000021263,ENSG00000168350
8,ENSMUSG00000021264,ENSG00000100811
12,ENSMUSG00000021265,ENSG00000197119
7,ENSMUSG00000021266,ENSG00000140105
11,ENSMUSG00000021270,ENSG00000080824
9,ENSMUSG00000021271,ENSG00000022976
6,ENSMUSG00000021273,ENSG00000079459
10,ENSMUSG00000021275,ENSG00000196663
1,ENSMUSG00000021276,ENSG00000100865
14,ENSMUSG00000021277,ENSG00000131323
45,ENSMUSG00000021278,ENSG00000166126
32,ENSMUSG00000021279,ENSG00000198752
35,ENSMUSG00000021280,ENSG00000205436
33,ENSMUSG00000021281,ENSG00000185215
31,ENSMUSG00000021285,ENSG00000088808
40,ENSMUSG00000021286,ENSG00000100711
40,ENSMUSG00000021287,ENSG00000126215
18,ENSMUSG00000021288,ENSG00000256500
37,ENSMUSG00000021290,ENSG00000156411
6,ENSMUSG00000021294,ENSG00000066735
6,ENSMUSG00000021306,ENSG00000077585
13,ENSMUSG00000021311,ENSG00000116984
1,ENSMUSG00000021313,ENSG00000198626
5,ENSMUSG00000021322,ENSG00000136250
2,ENSMUSG00000021326,ENSG00000204713
6,ENSMUSG00000021327,ENSG00000187626
7,ENSMUSG00000021335,ENSG00000124568
4,ENSMUSG00000021336,ENSG00000146039
2,ENSMUSG00000021338,ENSG00000079691
13,ENSMUSG00000021339,ENSG00000124532
23,ENSMUSG00000021340,ENSG00000112293
6,ENSMUSG00000021356,ENSG00000137265
5,ENSMUSG00000021359,ENSG00000137203
12,ENSMUSG00000021360,ENSG00000111846
19,ENSMUSG00000021361,ENSG00000111843
13,ENSMUSG00000021364,ENSG00000197977
7,ENSMUSG00000021365,ENSG00000111859
3,ENSMUSG00000021366,ENSG00000095951
1,ENSMUSG00000021367,ENSG00000078401
4,ENSMUSG00000021368,ENSG00000145979
8,ENSMUSG00000021371,ENSG00000050393
6,ENSMUSG00000021374,ENSG00000124789
17,ENSMUSG00000021375,ENSG00000137177
15,ENSMUSG00000021376,ENSG00000137364
8,ENSMUSG00000021377,ENSG00000124795
8,ENSMUSG00000021379,ENSG00000172201
26,ENSMUSG00000021384,ENSG00000157303
17,ENSMUSG00000021385,ENSG00000127080
4,ENSMUSG00000021388,ENSG00000106819
4,ENSMUSG00000021390,ENSG00000106809
8,ENSMUSG00000021392,ENSG00000198000
4,ENSMUSG00000021395,ENSG00000106723
1,ENSMUSG00000021396,ENSG00000130045
1,ENSMUSG00000021400,ENSG00000124535
16,ENSMUSG00000021408,ENSG00000137275
1,ENSMUSG00000021411,ENSG00000168994
5,ENSMUSG00000021413,ENSG00000112739
5,ENSMUSG00000021414,ENSG00000145975
5,ENSMUSG00000021416,ENSG00000198721
9,ENSMUSG00000021418,ENSG00000124787
8,ENSMUSG00000021420,ENSG00000145982
7,ENSMUSG00000021423,ENSG00000112799
5,ENSMUSG00000021427,ENSG00000124783
4,ENSMUSG00000021428,ENSG00000124784
3,ENSMUSG00000021448,ENSG00000148082
30,ENSMUSG00000021451,ENSG00000187764
32,ENSMUSG00000021453,ENSG00000130222
7,ENSMUSG00000021456,ENSG00000130957
3,ENSMUSG00000021457,ENSG00000165025
4,ENSMUSG00000021458,ENSG00000148120
7,ENSMUSG00000021460,ENSG00000148090
26,ENSMUSG00000021461,ENSG00000158169
6,ENSMUSG00000021464,ENSG00000169071
13,ENSMUSG00000021466,ENSG00000185920
2,ENSMUSG00000021468,ENSG00000090054
10,ENSMUSG00000021474,ENSG00000164466
10,ENSMUSG00000021476,ENSG00000130956
1,ENSMUSG00000021478,ENSG00000184845
28,ENSMUSG00000021481,ENSG00000113761
9,ENSMUSG00000021482,ENSG00000158122
6,ENSMUSG00000021483,ENSG00000156345
31,ENSMUSG00000021484,ENSG00000169223
22,ENSMUSG00000021485,ENSG00000213347
30,ENSMUSG00000021486,ENSG00000169230
13,ENSMUSG00000021488,ENSG00000165671
33,ENSMUSG00000021490,ENSG00000131183
13,ENSMUSG00000021492,ENSG00000131187
32,ENSMUSG00000021493,ENSG00000196923
16,ENSMUSG00000021494,ENSG00000183258
11,ENSMUSG00000021495,ENSG00000146067
24,ENSMUSG00000021496,ENSG00000132570
24,ENSMUSG00000021497,ENSG00000113621
31,ENSMUSG00000021500,ENSG00000145833
12,ENSMUSG00000021501,ENSG00000164615
22,ENSMUSG00000021504,ENSG00000027847
3,ENSMUSG00000021508,ENSG00000145824
12,ENSMUSG00000021509,ENSG00000145832
4,ENSMUSG00000021518,ENSG00000156471
7,ENSMUSG00000021519,ENSG00000156469
8,ENSMUSG00000021520,ENSG00000156467
1,ENSMUSG00000021537,ENSG00000153140
13,ENSMUSG00000021539,ENSG00000145826
10,ENSMUSG00000021540,ENSG00000113658
10,ENSMUSG00000021546,ENSG00000165119
2,ENSMUSG00000021548,ENSG00000134480
10,ENSMUSG00000021550,ENSG00000165118
8,ENSMUSG00000021552,ENSG00000165113
2,ENSMUSG00000021555,ENSG00000135040
4,ENSMUSG00000021556,ENSG00000135052
3,ENSMUSG00000021557,ENSG00000135049
17,ENSMUSG00000021559,ENSG00000196730
26,ENSMUSG00000021565,ENSG00000174358
21,ENSMUSG00000021567,ENSG00000145506
3,ENSMUSG00000021569,ENSG00000071539
4,ENSMUSG00000021572,ENSG00000112877
23,ENSMUSG00000021573,ENSG00000171368
5,ENSMUSG00000021575,ENSG00000063438
9,ENSMUSG00000021576,ENSG00000249915
12,ENSMUSG00000021577,ENSG00000286001
12,ENSMUSG00000021578,ENSG00000164366
11,ENSMUSG00000021579,ENSG00000185028
6,ENSMUSG00000021583,ENSG00000164307
6,ENSMUSG00000021585,ENSG00000153113
3,ENSMUSG00000021589,ENSG00000164292
2,ENSMUSG00000021590,ENSG00000145757
4,ENSMUSG00000021591,ENSG00000173221
3,ENSMUSG00000021592,ENSG00000164291
11,ENSMUSG00000021594,ENSG00000145545
11,ENSMUSG00000021595,ENSG00000037474
21,ENSMUSG00000021606,ENSG00000145494
14,ENSMUSG00000021607,ENSG00000171421
18,ENSMUSG00000021608,ENSG00000153395
5,ENSMUSG00000021609,ENSG00000142319
27,ENSMUSG00000021610,ENSG00000049656
20,ENSMUSG00000021611,ENSG00000164362
28,ENSMUSG00000021612,ENSG00000164363
3,ENSMUSG00000021619,ENSG00000152348
10,ENSMUSG00000021620,ENSG00000172497
9,ENSMUSG00000021621,ENSG00000131732
1,ENSMUSG00000021622,ENSG00000131730
4,ENSMUSG00000021624,ENSG00000134061
5,ENSMUSG00000021629,ENSG00000145740
11,ENSMUSG00000021635,ENSG00000152942
4,ENSMUSG00000021636,ENSG00000152939
6,ENSMUSG00000021638,ENSG00000197822
6,ENSMUSG00000021639,ENSG00000145736
2,ENSMUSG00000021643,ENSG00000172058
3,ENSMUSG00000021645,ENSG00000205571
5,ENSMUSG00000021646,ENSG00000131844
1,ENSMUSG00000021647,ENSG00000164326
4,ENSMUSG00000021650,ENSG00000049883
5,ENSMUSG00000021660,ENSG00000145741
1,ENSMUSG00000021662,ENSG00000214944
10,ENSMUSG00000021665,ENSG00000049860
6,ENSMUSG00000021666,ENSG00000164347
6,ENSMUSG00000021668,ENSG00000122008
6,ENSMUSG00000021669,ENSG00000113163
4,ENSMUSG00000021670,ENSG00000113161
4,ENSMUSG00000021671,ENSG00000152359
2,ENSMUSG00000021676,ENSG00000145703
4,ENSMUSG00000021678,ENSG00000164251
4,ENSMUSG00000021679,ENSG00000171643
4,ENSMUSG00000021681,ENSG00000285000
2,ENSMUSG00000021684,ENSG00000284762
5,ENSMUSG00000021686,ENSG00000132842
5,ENSMUSG00000021687,ENSG00000085365
9,ENSMUSG00000021690,ENSG00000152409
4,ENSMUSG00000021692,ENSG00000086189
1,ENSMUSG00000021693,ENSG00000068796
